[✅ 정답] 이미지 0: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8862: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8863: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8864: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8865: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8866: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8867: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8868: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8869: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8870: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8871: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8872: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8873: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[❌ 오답] 이미지 8874: 예측=매트·침낭, 실제=전기·전자기기
[✅ 정답] 이미지 8875: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8876: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8877: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8878: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8879: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8880: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8881: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8882: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8883: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8884: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8885: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8886: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8887: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8888: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8889: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8890: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8891: 예측=매트·침낭, 실제=매트·침낭
[❌ 오답] 이미지 8892: 예측=식기·주방, 실제=전기·전자기기
[✅ 정답] 이미지 8893: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 8894: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8895: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 8896: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8897: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8898: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8899: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8900: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8901: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8902: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8903: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8904: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8905: 예측=냉·난방용품, 실제=냉·난방용품
[❌ 오답] 이미지 8906: 예측=화로대·버너, 실제=식기·주방
[✅ 정답] 이미지 8907: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8908: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8909: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8910: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8911: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8912: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8913: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8914: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8915: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8916: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8917: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8918: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8919: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8920: 예측=냉·난방용품, 실제=냉·난방용품
[❌ 오답] 이미지 8921: 예측=테이블·체어, 실제=매트·침낭
[✅ 정답] 이미지 8922: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8923: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8924: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8925: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8926: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8927: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8928: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8929: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8930: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8931: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8932: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8933: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8934: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8935: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8936: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8937: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8938: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8939: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8940: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8941: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8942: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8943: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8944: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8945: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8946: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8947: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8948: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8949: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8950: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8951: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8952: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8953: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8954: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8955: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8956: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8957: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8958: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8959: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8960: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8961: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8962: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8963: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8964: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8965: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8966: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8967: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8968: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8969: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8970: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8971: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8972: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8973: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8974: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8975: 예측=테이블·체어, 실제=테이블·체어
[❌ 오답] 이미지 8976: 예측=화로대·버너, 실제=식기·주방
[✅ 정답] 이미지 8977: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8978: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8979: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8980: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8981: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8982: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8983: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8984: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8985: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8986: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 8987: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8988: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8989: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8990: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8991: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8992: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8993: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8994: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 8995: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8996: 예측=냉·난방용품, 실제=냉·난방용품
[❌ 오답] 이미지 8997: 예측=화로대·버너, 실제=랜턴
[✅ 정답] 이미지 8998: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8999: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 9000: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 9001: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 9002: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 9003: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 9004: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 9005: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 9006: 예측=전기·전자기기, 실제=전기·전자기기
[❌ 오답] 이미지 9007: 예측=매트·침낭, 실제=냉·난방용품
[✅ 정답] 이미지 9008: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 9009: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 9010: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 9011: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 9012: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 9013: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 9014: 예측=식기·주방, 실제=식기·주방
[❌ 오답] 이미지 9015: 예측=전기·전자기기, 실제=매트·침낭
[✅ 정답] 이미지 9016: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[❌ 오답] 이미지 9017: 예측=텐트·타프, 실제=냉·난방용품
[✅ 정답] 이미지 9018: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 9019: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 9020: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 9021: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 9022: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 9023: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 9024: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 9025: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 9026: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 9027: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 9028: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 9029: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 9030: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 9031: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 9032: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 9033: 예측=매트·침낭, 실제=매트·침낭
[❌ 오답] 이미지 9034: 예측=화로대·버너, 실제=식기·주방
[✅ 정답] 이미지 9035: 예측=매트·침낭, 실제=매트·침낭
[❌ 오답] 이미지 9036: 예측=화로대·버너, 실제=전기·전자기기
[✅ 정답] 이미지 9037: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 9038: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 9039: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 9040: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 9041: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 9042: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 9043: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 9044: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 9045: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 9046: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 9047: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 9048: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 9049: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 9050: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 9051: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 9052: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 9053: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 9054: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 9055: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 9056: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 9057: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 9058: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 9059: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 9060: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 9061: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 9062: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 9063: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 9064: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 9065: 예측=텐트·타프, 실제=텐트·타프
[❌ 오답] 이미지 9066: 예측=냉·난방용품, 실제=화로대·버너
[✅ 정답] 이미지 9067: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 9068: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 9069: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 9070: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 9071: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 9072: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 9073: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 9074: 예측=식기·주방, 실제=식기·주방
